conference,unique_id,institutions
aaai,14673,"['University of Science and Technology of China', 'Rensselaer Polytechnic Institute']"
aaai,14856,"['Istituto Italiano di Tecnologia', 'Nanyang Technological University', 'A*STAR', 'Massachusetts Institute of Technology']"
aaai,14733,"['Sun Yat-sen University', 'Carnegie Mellon']"
aaai,14160,['Tsinghua University']
aaai,14749,['University of Maryland']
aaai,14629,['Peking University']
aaai,15019,"['University of Sydney', 'Northeastern University', 'University of Texas at Arlington']"
aaai,14405,"['Anhui University', 'University of Texas at Arlington']"
aaai,14294,[]
aaai,14154,['Seoul National University']
aaai,14445,['Pohang University of Science and Technology']
aaai,14512,"['Hong Kong Baptist University', 'University of Maryland']"
aaai,14301,"['Anhui University', 'Sun Yat-sen University', 'Harbin Institute of Technology']"
aaai,14880,['Chinese Academy of Sciences']
aaai,14338,['Hong Kong University of Science and Technology']
aaai,14387,['Northwestern Polytechnical University']
aaai,14169,['Nanjing University']
aaai,14202,['Huazhong Univ. of Sci. and Tech.']
aaai,14751,['Siemens']
aaai,14246,"['Johns Hopkins University', 'University of California, Los Angeles', 'University of Southern California']"
aaai,14336,"['Peking University', 'Xidian University', 'Beihang University']"
aaai,14323,['Baidu']
aaai,14926,['Ricoh']
aaai,14510,['University of Washington']
aaai,14708,"['Peking University', 'Microsoft']"
aaai,14188,['China University of Geosciences']
aaai,14184,"['University of Adelaide', 'ETH Zurich']"
aaai,14888,['Pohang University of Science and Technology']
aaai,14488,['Tsinghua University']
aaai,15005,['Indiana University']
aaai,14847,"['Caltech', 'Indiana University']"
aaai,14437,"['Chinese Academy of Sciences', 'Peking University', 'Microsoft']"
aaai,14695,['Chinese Academy of Sciences']
aaai,14806,['Google']
aaai,14331,"['A*STAR', 'Northeastern University']"
aaai,14393,"['Chinese Academy of Sciences', 'Northwestern Polytechnical University']"
aaai,14155,"['Chinese Academy of Sciences', 'University of California, Los Angeles']"
aaai,14644,"['Chinese Academy of Sciences', 'University at Albany']"
aaai,14857,['University of Ottawa']
aaai,14162,['Beijing Institute of Technology']
aaai,14340,['Australian National University']
aaai,14906,['Stanford University']
aaai,14519,"['Nanjing University', 'Sun Yat-sen University', 'Harbin Institute of Technology', 'Beihang University']"
aaai,14913,[]
aaai,14548,[]
aaai,14916,[]
aaai,14864,['Georgia Institute of Technology']
aaai,14811,['KU Leuven']
aaai,14933,['Wright State University']
aaai,14507,['Nanjing University']
aaai,14372,['Vrije Universiteit Brussel']
aaai,14839,"['Stanford University', 'University of Southern California']"
aaai,15044,[]
aaai,14837,['UC Berkeley']
aaai,14867,"['I.I.T. Bombay', 'IBM']"
aaai,14876,['Cycorp']
aaai,14972,[]
aaai,14596,['Nanyang Technological University']
aaai,14997,"['Carnegie Mellon', 'Johns Hopkins University']"
aaai,14885,"['University of Virginia', 'IIIT Delhi', 'IIIT Delhi']"
aaai,14173,"['Monash University', 'Stanford University']"
aaai,14308,"['University of Amsterdam', 'Nanyang Technological University', 'University of Liverpool', 'University of Electronic Science and Technology of China']"
aaai,14870,['Rice University']
aaai,14248,"['CSIRO', 'Oregon State University']"
aaai,14583,"['Stanford University', 'University of Michigan', 'Google']"
aaai,15018,['University of Minnesota']
aaai,14859,['Oregon State University']
aaai,14181,['Hokkaido University']
aaai,14552,"['Queensland University of Technology', 'CSIRO', 'UC Berkeley']"
aaai,14424,"['University of California, Los Angeles']"
aaai,14821,"['Singapore Management University', 'Cornell', 'University of Massachusetts Amherst']"
aaai,14805,"['Cornell', 'Georgia Institute of Technology']"
aaai,14435,['Stanford University']
aaai,14216,['University of Western Ontario']
aaai,14302,"['Technion', 'Massachusetts Institute of Technology']"
aaai,14983,['University of Massachusetts Amherst']
aaai,14609,[]
aaai,14270,['Georgia Institute of Technology']
aaai,14973,['Carnegie Mellon']
aaai,14277,['IBM']
aaai,14261,"['Microsoft', 'Beihang University']"
aaai,14922,[]
aaai,14799,"['Shanghai Jiaotong University', 'Caltech', 'Cornell']"
aaai,14275,['Pennsylvania State University']
aaai,14604,[]
aaai,14206,"['Arizona State University', 'IBM']"
aaai,14204,['American University of Beirut']
aaai,15010,['McGill University']
aaai,14432,[]
aaai,14591,['Kyoto University']
aaai,14356,['Pennsylvania State University']
aaai,14490,"['George Mason University', 'Virginia Tech']"
aaai,14219,['Microsoft']
aaai,14975,['University of Texas at Austin']
aaai,14963,['Palo Alto Research Center']
aaai,14171,"['University of British Columbia', 'Nanyang Technological University']"
aaai,14577,['IBM']
aaai,14550,"['Carnegie Mellon', 'University of Massachusetts Amherst', 'Adobe']"
aaai,15007,"['Columbia University', 'UC San Diego', 'Amazon']"
aaai,14974,['Arizona State University']
aaai,14236,['University of Massachusetts Amherst']
aaai,15046,['University of Kansas']
aaai,14996,['University at Buffalo']
aaai,14281,['Tufts University']
aaai,14555,['Oregon State University']
aaai,14546,[]
aaai,14654,"['Pennsylvania State University', 'Microsoft']"
aaai,14224,[]
aaai,14646,[]
aaai,15025,[]
aaai,15028,['University of Southern California']
aaai,14401,"['Tufts University', 'Texas Tech University']"
aaai,14826,['Washington State University']
aaai,15013,"['Massachusetts Institute of Technology', 'Air Force Institute of Technology']"
aaai,14775,['Naval Research Laboratory']
aaai,14651,['Duke University']
aaai,14271,[]
aaai,14941,"['University of Warsaw', 'University of Oxford']"
aaai,14982,['University of Montreal']
aaai,14994,['Vanderbilt']
aaai,14988,['University College Cork']
aaai,14949,['University of Minnesota']
aaai,15042,[]
aaai,14995,['UT Dallas']
aaai,14493,[]
aaai,14367,[]
aaai,14366,[]
aaai,14531,['University of Tokyo']
aaai,14897,['University of Bologna']
aaai,14727,[]
aaai,14731,['National University of Singapore']
aaai,14256,"['University of California, Los Angeles']"
aaai,14413,[]
aaai,14760,['Kansas State University']
aaai,14800,"['University of Waterloo', 'Ohio State University']"
aaai,14371,['Vrije Universiteit Brussel']
aaai,14962,[]
aaai,14377,['University of North Texas']
aaai,14785,['University College Cork']
aaai,14176,['ERNET']
aaai,14504,[]
aaai,15017,['University of Texas at Austin']
aaai,15006,['University of Texas at Austin']
aaai,14470,"['Monash University', 'Data61', 'CSIRO']"
aaai,14262,['Peking University']
aaai,14580,['Sun Yat-sen University']
aaai,14485,['UT Dallas']
aaai,14920,['University of Tokyo']
aaai,14714,['Osaka University']
aaai,14549,"['Technion', 'University of Massachusetts Amherst']"
aaai,14185,"['Brown University', 'Harvard University']"
aaai,14927,[]
aaai,14798,"['University of Washington', 'Microsoft']"
aaai,14573,"['Shanghai University', 'Nanyang Technological University', 'Xiaomi']"
aaai,14319,['Peking University']
aaai,14197,[]
aaai,14403,['Xidian University']
aaai,14211,['Zhejiang University']
aaai,14579,['Xiamen University']
aaai,14352,['University of Maryland']
aaai,14934,['University of Georgia']
aaai,14528,['Ben-Gurion University of the Negev']
aaai,14899,['University of Tokyo']
aaai,14729,"['National University of Singapore', 'Singapore Management University', 'Google']"
aaai,14836,['Kyushu University']
aaai,14235,['Peking University']
aaai,14883,['Carnegie Mellon']
aaai,14574,['University of North Carolina']
aaai,14595,['Nanyang Technological University']
aaai,14951,['Northwestern University']
aaai,14540,['New Mexico State University']
aaai,14831,['Osaka University']
aaai,14228,[]
aaai,14342,"['University of Technology Sydney', 'Data61', 'CSIRO']"
aaai,14788,['University of Warsaw']
aaai,14852,"['University of Technology Sydney', 'Beijing Jiaotong University']"
aaai,14399,[]
aaai,14298,['University of Central Arkansas']
aaai,14655,['University of Nebraska-Lincoln']
aaai,14790,['University of Oxford']
aaai,14418,[]
aaai,14153,['Chinese Academy of Sciences']
aaai,14151,['Chinese Academy of Sciences']
aaai,14152,[]
aaai,14240,['University of Texas at Austin']
aaai,14453,['Peking University']
aaai,14232,"['University of British Columbia', 'Nanyang Technological University']"
aaai,14395,"['University of California, Los Angeles']"
aaai,14220,['Jagiellonian University']
aaai,14247,['Arizona State University']
aaai,14376,['North Carolina State University']
aaai,14671,[]
aaai,14217,[]
aaai,14787,[]
aaai,14167,"['Tsinghua University', 'Facebook']"
aaai,14461,['University of Pennsylvania']
aaai,14568,"['University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign']"
aaai,15016,['University of Texas at Arlington']
aaai,14190,[]
aaai,14447,['Nanyang Technological University']
aaai,14698,['University of Pennsylvania']
aaai,14588,['Nanyang Technological University']
aaai,14793,['University of Warsaw']
aaai,14520,['University of Oxford']
aaai,14458,['Purdue University']
aaai,14977,"['University of Helsinki', 'Karlsruhe Institute of Technology', 'University of Texas at Austin']"
aaai,14809,['University of Adelaide']
aaai,15041,['Georgia Institute of Technology']
aaai,14745,"['Centrum Wiskunde & Informatica', 'Nagoya Institute of Technology', 'Delft University of Technology', 'Tokyo University of Agriculture and Technology']"
aaai,14752,"['CNRS', 'University of Connecticut']"
aaai,14842,['Universite Laval']
aaai,15030,"['Georgia Institute of Technology', 'University of Denver']"
aaai,14875,['Georgia Institute of Technology']
aaai,14182,['Tsinghua University']
aaai,14455,['Carnegie Mellon']
aaai,14523,['Tsinghua University']
aaai,14794,['IBM']
aaai,14592,['Carnegie Mellon']
aaai,14533,"['Carnegie Mellon', 'Yahoo! Inc.']"
aaai,14179,"['Monash University', 'I.I.T. Bombay']"
aaai,14659,['Carnegie Mellon']
aaai,14661,['Carnegie Mellon']
aaai,14522,['Tsinghua University']
aaai,14694,['University of Rochester']
aaai,14600,['IBM']
aaai,12306,['Virginia Tech']
aaai,12009,"['Tsinghua University', 'Microsoft']"
aaai,12114,[]
aaai,12440,['University of Virginia']
aaai,11843,"['Harvard University', 'Massachusetts Institute of Technology', 'Northwestern University']"
aaai,11979,"['Nanjing University', 'Disney']"
aaai,12044,['Northeastern University']
aaai,12069,['Tsinghua University']
aaai,11873,[]
aaai,12230,"['University of Technology Sydney', 'Chinese Academy of Sciences']"
aaai,11931,"['National University of Singapore', 'Texas A&M University, College Station', 'Twitter']"
aaai,11807,['Google']
aaai,12217,['University of Maryland']
aaai,11994,['Zhejiang University']
aaai,11849,"['Peking University', 'Carnegie Mellon']"
aaai,11903,"['Simon Fraser University', 'Zhejiang University']"
aaai,12324,"['Texas A&M University, College Station']"
aaai,12361,"['Beijing Institute of Technology', 'Hong Kong Baptist University']"
aaai,11914,['UC San Diego']
aaai,12189,['Baidu']
aaai,12378,"['University of Amsterdam', 'Nanyang Technological University', 'University of Liverpool']"
aaai,12229,"['Baidu', 'National University of Singapore']"
aaai,12064,['Tianjin University']
aaai,11824,['Southern Illinois University']
aaai,12445,['Illinois Institute of Technology']
aaai,11900,['Chinese Academy of Sciences']
aaai,11885,"['University of Trento', 'National University of Singapore']"
aaai,12289,"['Arizona State University', 'Texas A&M University, College Station']"
aaai,11922,"['Singapore University of Technology and Design', 'Twitter']"
aaai,12397,['Carnegie Mellon']
aaai,12333,"['Australian National University', 'Oregon State University']"
aaai,11748,"['Electronics and Telecommunications Research Institute', 'Korea Advanced Institute of Science and Technology']"
aaai,12337,"['Max Planck Society', 'UC Berkeley', 'VU University Amsterdam']"
aaai,11962,"['Arizona State University', 'Texas A&M University, College Station']"
aaai,12341,['VU University Amsterdam']
aaai,11964,"['Chinese Academy of Sciences', 'Tianjin University', 'Washington University in St. Louis']"
aaai,11887,"['Chinese Academy of Sciences', 'Academia Sinica', 'Microsoft']"
aaai,12061,"['University of Science and Technology of China', 'University of North Carolina']"
aaai,12011,['Southeast University']
aaai,12125,['Wuhan University of Technology']
aaai,12327,"['Pohang University of Science and Technology', 'Google']"
aaai,12272,"['University of Rochester', 'Adobe']"
aaai,12249,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,12476,"['University of Oxford', 'Stanford University']"
aaai,12355,"['ATR Computational Neuroscience Laboratories', 'Osaka University']"
aaai,12036,['University of Tokyo']
aaai,12538,['University of Texas at Austin']
aaai,12441,['University of Texas at Austin']
aaai,12172,['Columbia University']
aaai,12480,['Duke University']
aaai,12163,"['Stanford University', 'Microsoft', 'Sina']"
aaai,12254,"['Duke University', 'University of Texas at Austin']"
aaai,12099,['Rensselaer Polytechnic Institute']
aaai,12205,"['University of New South Wales', 'Data61', 'University of Toronto', 'Hebrew University']"
aaai,11904,"['Politecnico di Milano', 'University of Milan']"
aaai,12052,"['Nanyang Technological University', 'Microsoft']"
aaai,12294,"['Carnegie Mellon', 'University of Patras']"
aaai,11930,['University of Southern California']
aaai,12505,['Carnegie Mellon']
aaai,12332,"['University of Alberta', 'Czech Technical University', 'Aarhus University', 'The University of Texas at El Paso']"
aaai,11848,"['Shanghai Jiaotong University', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
aaai,12300,"['Shanghai Jiaotong University', 'Nanyang Technological University', 'University of Oxford', 'Stanford University']"
aaai,12504,['Duke University']
aaai,11836,['University of Amsterdam']
